article_id,banner,pack_size,fiscal_week,start_date,end_date,metrics,comparison,value
12345,dm,case,36,2/09/2024,8/09/2024,gp_percent,focus,0.490561411
12345,dm,case,37,9/09/2024,15/09/2024,gp_percent,focus,0.527516185
12345,dm,case,38,16/09/2024,22/09/2024,gp_percent,focus,0.533068996
12345,dm,case,39,23/09/2024,29/09/2024,gp_percent,focus,0.530960561
12345,dm,case,40,30/09/2024,6/10/2024,gp_percent,focus,0.541473273
12345,dm,case,41,7/10/2024,13/10/2024,gp_percent,focus,0.493489528
12345,dm,case,42,14/10/2024,20/10/2024,gp_percent,focus,0.575842347
12345,dm,case,43,21/10/2024,27/10/2024,gp_percent,focus,0.427962956
12345,dm,case,44,28/10/2024,3/11/2024,gp_percent,focus,0.387858753
12345,dm,case,45,4/11/2024,10/11/2024,gp_percent,focus,0.432087285
12345,dm,case,46,11/11/2024,17/11/2024,gp_percent,focus,0.378831542
12345,dm,case,47,18/11/2024,24/11/2024,gp_percent,focus,0.368489948
12345,dm,case,48,25/11/2024,1/12/2024,gp_percent,focus,0.396307968
12345,dm,case,49,2/12/2024,8/12/2024,gp_percent,focus,0.498004988
12345,dm,case,50,9/12/2024,15/12/2024,gp_percent,focus,0.507255271
12345,dm,case,51,16/12/2024,22/12/2024,gp_percent,focus,0.506200431
12345,dm,case,52,23/12/2024,29/12/2024,gp_percent,focus,0.588810785
12345,dm,case,53,30/12/2024,31/12/2024,gp_percent,focus,0.549645916
12345,dm,case,1,1/01/2025,5/01/2025,gp_percent,focus,0.558431552
12345,dm,case,2,6/01/2025,12/01/2025,gp_percent,focus,0.432321817
12345,dm,case,3,13/01/2025,19/01/2025,gp_percent,focus,0.430367026
12345,dm,case,4,20/01/2025,26/01/2025,gp_percent,focus,0.492731547
12345,dm,case,5,27/01/2025,2/02/2025,gp_percent,focus,0.448780104
12345,dm,case,6,3/02/2025,9/02/2025,gp_percent,focus,0.438743057
12345,dm,case,7,10/02/2025,16/02/2025,gp_percent,focus,0.49243312
12345,dm,case,8,17/02/2025,23/02/2025,gp_percent,focus,0.462426775
12345,dm,case,18,29/04/2024,5/05/2024,gp_percent,comparison,0.439678304
12345,dm,case,19,6/05/2024,12/05/2024,gp_percent,comparison,0.434053509
12345,dm,case,20,13/05/2024,19/05/2024,gp_percent,comparison,0.43698562
12345,dm,case,21,20/05/2024,26/05/2024,gp_percent,comparison,0.431790268
12345,dm,case,22,27/05/2024,2/06/2024,gp_percent,comparison,0.504533188
12345,dm,case,23,3/06/2024,9/06/2024,gp_percent,comparison,0.476500894
12345,dm,case,24,10/06/2024,16/06/2024,gp_percent,comparison,0.466690717
12345,dm,case,25,17/06/2024,23/06/2024,gp_percent,comparison,0.507986244
12345,dm,case,26,24/06/2024,30/06/2024,gp_percent,comparison,0.457316738
12345,dm,case,27,1/07/2024,7/07/2024,gp_percent,comparison,0.572783543
12345,dm,case,28,8/07/2024,14/07/2024,gp_percent,comparison,0.609950955
12345,dm,case,29,15/07/2024,21/07/2024,gp_percent,comparison,0.444606145
12345,dm,case,30,22/07/2024,28/07/2024,gp_percent,comparison,0.371055768
12345,dm,case,31,29/07/2024,4/08/2024,gp_percent,comparison,0.417197946
12345,dm,case,32,5/08/2024,11/08/2024,gp_percent,comparison,0.516854144
12345,dm,case,33,12/08/2024,18/08/2024,gp_percent,comparison,0.464188072
12345,dm,case,34,19/08/2024,25/08/2024,gp_percent,comparison,0.459790673
12345,dm,case,35,26/08/2024,1/09/2024,gp_percent,comparison,0.449644837
12345,dm,case,36,2/09/2024,8/09/2024,gp_percent,comparison,0.45423824
12345,dm,case,37,9/09/2024,15/09/2024,gp_percent,comparison,0.436471192
12345,dm,case,38,16/09/2024,22/09/2024,gp_percent,comparison,0.273710832
12345,dm,case,39,23/09/2024,29/09/2024,gp_percent,comparison,0.478795617
12345,dm,case,40,30/09/2024,6/10/2024,gp_percent,comparison,0.424231301
12345,dm,case,41,7/10/2024,13/10/2024,gp_percent,comparison,0.337358182
12345,dm,case,42,14/10/2024,20/10/2024,gp_percent,comparison,0.342179927
12345,dm,case,43,21/10/2024,27/10/2024,gp_percent,comparison,0.329577265
12345,dm,case,44,28/10/2024,3/11/2024,gp_percent,comparison,0.362198451
12345,dm,case,45,4/11/2024,10/11/2024,gp_percent,comparison,0.406716555
12345,dm,case,46,11/11/2024,17/11/2024,gp_percent,comparison,0.38033443
12345,dm,case,47,18/11/2024,24/11/2024,gp_percent,comparison,0.436275367
12345,dm,case,48,25/11/2024,1/12/2024,gp_percent,comparison,0.344502499
12345,dm,case,49,2/12/2024,8/12/2024,gp_percent,comparison,0.345561367
12345,dm,case,50,9/12/2024,15/12/2024,gp_percent,comparison,0.36647261
12345,dm,case,51,16/12/2024,22/12/2024,gp_percent,comparison,0.353139976
12345,dm,case,52,23/12/2024,29/12/2024,gp_percent,comparison,0.364483969
12345,dm,case,53,30/12/2024,31/12/2024,gp_percent,comparison,0.621601295
12345,dm,all,9,26/02/2024,2/03/2025,sales,focus,75625.30134
12345,dm,all,10,4/03/2024,10/03/2024,sales,focus,62657.11719
12345,dm,all,11,11/03/2024,17/03/2024,sales,focus,82278.66267
12345,dm,all,12,18/03/2024,24/03/2024,sales,focus,127914.4387
12345,dm,all,13,25/03/2024,31/03/2024,sales,focus,163088.2934
12345,dm,all,14,1/04/2024,7/04/2024,sales,focus,68239.59349
12345,dm,all,15,8/04/2024,14/04/2024,sales,focus,23277.02589
12345,dm,all,16,15/04/2024,21/04/2024,sales,focus,18856.50126
12345,dm,all,17,22/04/2024,28/04/2024,sales,focus,20671.39546
12345,dm,all,18,29/04/2024,5/05/2024,sales,focus,99978.56811
12345,dm,all,19,6/05/2024,12/05/2024,sales,focus,137210.3304
12345,dm,all,20,13/05/2024,19/05/2024,sales,focus,178089.6891
12345,dm,all,21,20/05/2024,26/05/2024,sales,focus,206715.4643
12345,dm,all,22,27/05/2024,2/06/2024,sales,focus,64222.96098
12345,dm,all,23,3/06/2024,9/06/2024,sales,focus,21177.09352
12345,dm,all,24,10/06/2024,16/06/2024,sales,focus,17673.88353
12345,dm,all,25,17/06/2024,23/06/2024,sales,focus,18065.28067
12345,dm,all,26,24/06/2024,30/06/2024,sales,focus,21790.27956
12345,dm,all,27,1/07/2024,7/07/2024,sales,focus,0
12345,dm,all,28,8/07/2024,14/07/2024,sales,focus,0
12345,dm,all,29,15/07/2024,21/07/2024,sales,focus,0
12345,dm,all,30,22/07/2024,28/07/2024,sales,focus,0
12345,dm,all,31,29/07/2024,4/08/2024,sales,focus,0
12345,dm,all,32,5/08/2024,11/08/2024,sales,focus,103125.6095
12345,dm,all,33,12/08/2024,18/08/2024,sales,focus,121122.8874
12345,dm,all,34,19/08/2024,25/08/2024,sales,focus,118343.4192
12345,dm,all,35,26/08/2024,1/09/2024,sales,focus,114479.6944
12345,dm,all,36,2/09/2024,8/09/2024,sales,focus,82652.67591
12345,dm,all,37,9/09/2024,15/09/2024,sales,focus,31058.10836
12345,dm,all,38,16/09/2024,22/09/2024,sales,focus,20707.20543
12345,dm,all,39,23/09/2024,29/09/2024,sales,focus,20499.99269
12345,dm,all,40,30/09/2024,6/10/2024,sales,focus,20469.60466
12345,dm,all,41,7/10/2024,13/10/2024,sales,focus,20281.60686
12345,dm,all,42,14/10/2024,20/10/2024,sales,focus,16801.22595
12345,dm,all,43,21/10/2024,27/10/2024,sales,focus,40667.29282
12345,dm,all,44,28/10/2024,3/11/2024,sales,focus,48448.79128
12345,dm,all,45,4/11/2024,10/11/2024,sales,focus,108174.963
12345,dm,all,46,11/11/2024,17/11/2024,sales,focus,132156.8898
12345,dm,all,47,18/11/2024,24/11/2024,sales,focus,106343.7225
12345,dm,all,48,25/11/2024,1/12/2024,sales,focus,101844.1435
12345,dm,all,49,2/12/2024,8/12/2024,sales,focus,45965.91486
12345,dm,all,50,9/12/2024,15/12/2024,sales,focus,25049.70023
12345,dm,all,51,16/12/2024,22/12/2024,sales,focus,37382.03971
12345,dm,all,52,23/12/2024,29/12/2024,sales,focus,27496.19754
12345,dm,all,53,30/12/2024,31/12/2024,sales,focus,8495.838068
12345,dm,all,1,1/01/2025,5/01/2025,sales,focus,10147.89395
12345,dm,all,2,6/01/2025,12/01/2025,sales,focus,61566.73968
12345,dm,all,3,13/01/2025,19/01/2025,sales,focus,69272.55931
12345,dm,all,4,20/01/2025,26/01/2025,sales,focus,74214.98236
12345,dm,all,5,27/01/2025,2/02/2025,sales,focus,104437.5548
12345,dm,all,6,3/02/2025,9/02/2025,sales,focus,60706.7914
12345,dm,all,7,10/02/2025,16/02/2025,sales,focus,53450.7318
12345,dm,all,8,17/02/2025,23/02/2025,sales,focus,64427.34919
12345,dm,all,18,29/04/2024,5/05/2024,sales,comparison,92054.20194
12345,dm,all,19,6/05/2024,12/05/2024,sales,comparison,72351.0872
12345,dm,all,20,13/05/2024,19/05/2024,sales,comparison,73374.36946
12345,dm,all,21,20/05/2024,26/05/2024,sales,comparison,68296.24581
12345,dm,all,22,27/05/2024,2/06/2024,sales,comparison,56069.44147
12345,dm,all,23,3/06/2024,9/06/2024,sales,comparison,59622.4955
12345,dm,all,24,10/06/2024,16/06/2024,sales,comparison,56795.34176
12345,dm,all,25,17/06/2024,23/06/2024,sales,comparison,69355.19174
12345,dm,all,26,24/06/2024,30/06/2024,sales,comparison,86685.00551
12345,dm,all,27,1/07/2024,7/07/2024,sales,comparison,61853.90138
12345,dm,all,28,8/07/2024,14/07/2024,sales,comparison,35345.47137
12345,dm,all,29,15/07/2024,21/07/2024,sales,comparison,82684.02024
12345,dm,all,30,22/07/2024,28/07/2024,sales,comparison,114298.0725
12345,dm,all,31,29/07/2024,4/08/2024,sales,comparison,126850.4619
12345,dm,all,32,5/08/2024,11/08/2024,sales,comparison,95139.83962
12345,dm,all,33,12/08/2024,18/08/2024,sales,comparison,122033.9539
12345,dm,all,34,19/08/2024,25/08/2024,sales,comparison,98252.27552
12345,dm,all,35,26/08/2024,1/09/2024,sales,comparison,117572.6589
12345,dm,all,36,2/09/2024,8/09/2024,sales,comparison,68325.42307
12345,dm,all,37,9/09/2024,15/09/2024,sales,comparison,58798.84648
12345,dm,all,38,16/09/2024,22/09/2024,sales,comparison,152504.3539
12345,dm,all,39,23/09/2024,29/09/2024,sales,comparison,48989.42299
12345,dm,all,40,30/09/2024,6/10/2024,sales,comparison,40438.19137
12345,dm,all,41,7/10/2024,13/10/2024,sales,comparison,116835.5654
12345,dm,all,42,14/10/2024,20/10/2024,sales,comparison,123840.1727
12345,dm,all,43,21/10/2024,27/10/2024,sales,comparison,136981.7487
12345,dm,all,44,28/10/2024,3/11/2024,sales,comparison,242736.3125
12345,dm,all,45,4/11/2024,10/11/2024,sales,comparison,206695.5422
12345,dm,all,46,11/11/2024,17/11/2024,sales,comparison,212791.4858
12345,dm,all,47,18/11/2024,24/11/2024,sales,comparison,232095.4563
12345,dm,all,48,25/11/2024,1/12/2024,sales,comparison,159529.8069
12345,dm,all,49,2/12/2024,8/12/2024,sales,comparison,138054.9306
12345,dm,all,50,9/12/2024,15/12/2024,sales,comparison,135788.7978
12345,dm,all,51,16/12/2024,22/12/2024,sales,comparison,173569.8221
12345,dm,all,52,23/12/2024,29/12/2024,sales,comparison,89131.17074
12345,dm,all,53,30/12/2024,31/12/2024,sales,comparison,10800.78573
12345,dm,all,9,26/02/2024,2/03/2025,asp,focus,16.39498582
12345,dm,all,10,4/03/2024,10/03/2024,asp,focus,14.74403924
12345,dm,all,11,11/03/2024,17/03/2024,asp,focus,16.57973872
12345,dm,all,12,18/03/2024,24/03/2024,asp,focus,13.48380873
12345,dm,all,13,25/03/2024,31/03/2024,asp,focus,14.62855842
12345,dm,all,14,1/04/2024,7/04/2024,asp,focus,14.05861199
12345,dm,all,15,8/04/2024,14/04/2024,asp,focus,19.78934786
12345,dm,all,16,15/04/2024,21/04/2024,asp,focus,19.44008468
12345,dm,all,17,22/04/2024,28/04/2024,asp,focus,18.8255946
12345,dm,all,18,29/04/2024,5/05/2024,asp,focus,15.72784438
12345,dm,all,19,6/05/2024,12/05/2024,asp,focus,14.75827909
12345,dm,all,20,13/05/2024,19/05/2024,asp,focus,13.11536682
12345,dm,all,21,20/05/2024,26/05/2024,asp,focus,13.51876828
12345,dm,all,22,27/05/2024,2/06/2024,asp,focus,14.62707698
12345,dm,all,23,3/06/2024,9/06/2024,asp,focus,18.91590814
12345,dm,all,24,10/06/2024,16/06/2024,asp,focus,19.35061972
12345,dm,all,25,17/06/2024,23/06/2024,asp,focus,20.27320638
12345,dm,all,26,24/06/2024,30/06/2024,asp,focus,20.77847316
12345,dm,all,27,1/07/2024,7/07/2024,asp,focus,NA
12345,dm,all,28,8/07/2024,14/07/2024,asp,focus,NA
12345,dm,all,29,15/07/2024,21/07/2024,asp,focus,NA
12345,dm,all,30,22/07/2024,28/07/2024,asp,focus,NA
12345,dm,all,31,29/07/2024,4/08/2024,asp,focus,NA
12345,dm,all,32,5/08/2024,11/08/2024,asp,focus,13.34740869
12345,dm,all,33,12/08/2024,18/08/2024,asp,focus,14.25523929
12345,dm,all,34,19/08/2024,25/08/2024,asp,focus,13.71154417
12345,dm,all,35,26/08/2024,1/09/2024,asp,focus,13.51381479
12345,dm,all,36,2/09/2024,8/09/2024,asp,focus,16.86196791
12345,dm,all,37,9/09/2024,15/09/2024,asp,focus,18.92700071
12345,dm,all,38,16/09/2024,22/09/2024,asp,focus,17.49367124
12345,dm,all,39,23/09/2024,29/09/2024,asp,focus,21.31706624
12345,dm,all,40,30/09/2024,6/10/2024,asp,focus,18.31575427
12345,dm,all,41,7/10/2024,13/10/2024,asp,focus,18.39594304
12345,dm,all,42,14/10/2024,20/10/2024,asp,focus,18.83114232
12345,dm,all,43,21/10/2024,27/10/2024,asp,focus,16.61797758
12345,dm,all,44,28/10/2024,3/11/2024,asp,focus,16.38440376
12345,dm,all,45,4/11/2024,10/11/2024,asp,focus,14.78035627
12345,dm,all,46,11/11/2024,17/11/2024,asp,focus,13.48951419
12345,dm,all,47,18/11/2024,24/11/2024,asp,focus,15.74756685
12345,dm,all,48,25/11/2024,1/12/2024,asp,focus,13.08407238
12345,dm,all,49,2/12/2024,8/12/2024,asp,focus,15.22406546
12345,dm,all,50,9/12/2024,15/12/2024,asp,focus,17.45437149
12345,dm,all,51,16/12/2024,22/12/2024,asp,focus,17.77170642
12345,dm,all,52,23/12/2024,29/12/2024,asp,focus,19.31750829
12345,dm,all,53,30/12/2024,31/12/2024,asp,focus,20.49066606
12345,dm,all,1,1/01/2025,5/01/2025,asp,focus,19.23755209
12345,dm,all,2,6/01/2025,12/01/2025,asp,focus,16.52866697
12345,dm,all,3,13/01/2025,19/01/2025,asp,focus,14.60367827
12345,dm,all,4,20/01/2025,26/01/2025,asp,focus,16.65926043
12345,dm,all,5,27/01/2025,2/02/2025,asp,focus,14.88634808
12345,dm,all,6,3/02/2025,9/02/2025,asp,focus,15.59711523
12345,dm,all,7,10/02/2025,16/02/2025,asp,focus,15.79865784
12345,dm,all,8,17/02/2025,23/02/2025,asp,focus,16.46966429
12345,dm,all,18,29/04/2024,5/05/2024,asp,comparison,14.40205682
12345,dm,all,19,6/05/2024,12/05/2024,asp,comparison,13.67495092
12345,dm,all,20,13/05/2024,19/05/2024,asp,comparison,14.22848727
12345,dm,all,21,20/05/2024,26/05/2024,asp,comparison,15.15095646
12345,dm,all,22,27/05/2024,2/06/2024,asp,comparison,17.95683608
12345,dm,all,23,3/06/2024,9/06/2024,asp,comparison,15.29080531
12345,dm,all,24,10/06/2024,16/06/2024,asp,comparison,15.15422778
12345,dm,all,25,17/06/2024,23/06/2024,asp,comparison,14.4600606
12345,dm,all,26,24/06/2024,30/06/2024,asp,comparison,16.08209735
12345,dm,all,27,1/07/2024,7/07/2024,asp,comparison,16.42567781
12345,dm,all,28,8/07/2024,14/07/2024,asp,comparison,19.5339737
12345,dm,all,29,15/07/2024,21/07/2024,asp,comparison,13.32099407
12345,dm,all,30,22/07/2024,28/07/2024,asp,comparison,14.23546505
12345,dm,all,31,29/07/2024,4/08/2024,asp,comparison,14.41681465
12345,dm,all,32,5/08/2024,11/08/2024,asp,comparison,16.25985575
12345,dm,all,33,12/08/2024,18/08/2024,asp,comparison,13.9817666
12345,dm,all,34,19/08/2024,25/08/2024,asp,comparison,15.46870239
12345,dm,all,35,26/08/2024,1/09/2024,asp,comparison,15.19244291
12345,dm,all,36,2/09/2024,8/09/2024,asp,comparison,15.92908809
12345,dm,all,37,9/09/2024,15/09/2024,asp,comparison,14.39219388
12345,dm,all,38,16/09/2024,22/09/2024,asp,comparison,11.21684397
12345,dm,all,39,23/09/2024,29/09/2024,asp,comparison,15.90866461
12345,dm,all,40,30/09/2024,6/10/2024,asp,comparison,16.25723818
12345,dm,all,41,7/10/2024,13/10/2024,asp,comparison,13.57721839
12345,dm,all,42,14/10/2024,20/10/2024,asp,comparison,12.01522538
12345,dm,all,43,21/10/2024,27/10/2024,asp,comparison,11.25643593
12345,dm,all,44,28/10/2024,3/11/2024,asp,comparison,11.89826533
12345,dm,all,45,4/11/2024,10/11/2024,asp,comparison,12.51294608
12345,dm,all,46,11/11/2024,17/11/2024,asp,comparison,13.88204006
12345,dm,all,47,18/11/2024,24/11/2024,asp,comparison,13.00484688
12345,dm,all,48,25/11/2024,1/12/2024,asp,comparison,13.01902807
12345,dm,all,49,2/12/2024,8/12/2024,asp,comparison,12.03917498
12345,dm,all,50,9/12/2024,15/12/2024,asp,comparison,13.7282246
12345,dm,all,51,16/12/2024,22/12/2024,asp,comparison,13.11704415
12345,dm,all,52,23/12/2024,29/12/2024,asp,comparison,13.20793782
12345,dm,all,53,30/12/2024,31/12/2024,asp,comparison,17.89611649
12345,dm,all,9,26/02/2024,2/03/2025,gp_percent,focus,0.441248639
12345,dm,all,10,4/03/2024,10/03/2024,gp_percent,focus,0.512505924
12345,dm,all,11,11/03/2024,17/03/2024,gp_percent,focus,0.497011351
12345,dm,all,12,18/03/2024,24/03/2024,gp_percent,focus,0.381927546
12345,dm,all,13,25/03/2024,31/03/2024,gp_percent,focus,0.41214501
12345,dm,all,14,1/04/2024,7/04/2024,gp_percent,focus,0.420077144
12345,dm,all,15,8/04/2024,14/04/2024,gp_percent,focus,0.555582858
12345,dm,all,16,15/04/2024,21/04/2024,gp_percent,focus,0.623197653
12345,dm,all,17,22/04/2024,28/04/2024,gp_percent,focus,0.560923842
12345,dm,all,18,29/04/2024,5/05/2024,gp_percent,focus,0.465600004
12345,dm,all,19,6/05/2024,12/05/2024,gp_percent,focus,0.404383433
12345,dm,all,20,13/05/2024,19/05/2024,gp_percent,focus,0.419250456
12345,dm,all,21,20/05/2024,26/05/2024,gp_percent,focus,0.413465582
12345,dm,all,22,27/05/2024,2/06/2024,gp_percent,focus,0.421736681
12345,dm,all,23,3/06/2024,9/06/2024,gp_percent,focus,0.523655238
12345,dm,all,24,10/06/2024,16/06/2024,gp_percent,focus,0.541145427
12345,dm,all,25,17/06/2024,23/06/2024,gp_percent,focus,0.583493665
12345,dm,all,26,24/06/2024,30/06/2024,gp_percent,focus,0.545118602
12345,dm,all,27,1/07/2024,7/07/2024,gp_percent,focus,NA
12345,dm,all,28,8/07/2024,14/07/2024,gp_percent,focus,NA
12345,dm,all,29,15/07/2024,21/07/2024,gp_percent,focus,NA
12345,dm,all,30,22/07/2024,28/07/2024,gp_percent,focus,NA
12345,dm,all,31,29/07/2024,4/08/2024,gp_percent,focus,NA
12345,dm,all,32,5/08/2024,11/08/2024,gp_percent,focus,0.471032017
12345,dm,all,33,12/08/2024,18/08/2024,gp_percent,focus,0.45596991
12345,dm,all,34,19/08/2024,25/08/2024,gp_percent,focus,0.447543514
12345,dm,all,35,26/08/2024,1/09/2024,gp_percent,focus,0.434039734
12345,dm,all,36,2/09/2024,8/09/2024,gp_percent,focus,0.454202214
12345,dm,all,37,9/09/2024,15/09/2024,gp_percent,focus,0.533745323
12345,dm,all,38,16/09/2024,22/09/2024,gp_percent,focus,0.538319085
12345,dm,all,39,23/09/2024,29/09/2024,gp_percent,focus,0.594349308
12345,dm,all,40,30/09/2024,6/10/2024,gp_percent,focus,0.553814003
12345,dm,all,41,7/10/2024,13/10/2024,gp_percent,focus,0.530720887
12345,dm,all,42,14/10/2024,20/10/2024,gp_percent,focus,0.589493847
12345,dm,all,43,21/10/2024,27/10/2024,gp_percent,focus,0.42487337
12345,dm,all,44,28/10/2024,3/11/2024,gp_percent,focus,0.413605542
12345,dm,all,45,4/11/2024,10/11/2024,gp_percent,focus,0.40594939
12345,dm,all,46,11/11/2024,17/11/2024,gp_percent,focus,0.421755998
12345,dm,all,47,18/11/2024,24/11/2024,gp_percent,focus,0.417637514
12345,dm,all,48,25/11/2024,1/12/2024,gp_percent,focus,0.390846865
12345,dm,all,49,2/12/2024,8/12/2024,gp_percent,focus,0.451835934
12345,dm,all,50,9/12/2024,15/12/2024,gp_percent,focus,0.516964126
12345,dm,all,51,16/12/2024,22/12/2024,gp_percent,focus,0.569403948
12345,dm,all,52,23/12/2024,29/12/2024,gp_percent,focus,0.562374262
12345,dm,all,53,30/12/2024,31/12/2024,gp_percent,focus,0.576663291
12345,dm,all,1,1/01/2025,5/01/2025,gp_percent,focus,0.570227206
12345,dm,all,2,6/01/2025,12/01/2025,gp_percent,focus,0.476410832
12345,dm,all,3,13/01/2025,19/01/2025,gp_percent,focus,0.414282842
12345,dm,all,4,20/01/2025,26/01/2025,gp_percent,focus,0.433138272
12345,dm,all,5,27/01/2025,2/02/2025,gp_percent,focus,0.459638419
12345,dm,all,6,3/02/2025,9/02/2025,gp_percent,focus,0.455167813
12345,dm,all,7,10/02/2025,16/02/2025,gp_percent,focus,0.486372556
12345,dm,all,8,17/02/2025,23/02/2025,gp_percent,focus,0.420370002
12345,dm,all,18,29/04/2024,5/05/2024,gp_percent,comparison,0.457502666
12345,dm,all,19,6/05/2024,12/05/2024,gp_percent,comparison,0.449446146
12345,dm,all,20,13/05/2024,19/05/2024,gp_percent,comparison,0.422091966
12345,dm,all,21,20/05/2024,26/05/2024,gp_percent,comparison,0.447201356
12345,dm,all,22,27/05/2024,2/06/2024,gp_percent,comparison,0.505937321
12345,dm,all,23,3/06/2024,9/06/2024,gp_percent,comparison,0.531182449
12345,dm,all,24,10/06/2024,16/06/2024,gp_percent,comparison,0.50163991
12345,dm,all,25,17/06/2024,23/06/2024,gp_percent,comparison,0.479993866
12345,dm,all,26,24/06/2024,30/06/2024,gp_percent,comparison,0.418952342
12345,dm,all,27,1/07/2024,7/07/2024,gp_percent,comparison,0.51994973
12345,dm,all,28,8/07/2024,14/07/2024,gp_percent,comparison,0.535408147
12345,dm,all,29,15/07/2024,21/07/2024,gp_percent,comparison,0.404520062
12345,dm,all,30,22/07/2024,28/07/2024,gp_percent,comparison,0.403704159
12345,dm,all,31,29/07/2024,4/08/2024,gp_percent,comparison,0.402349764
12345,dm,all,32,5/08/2024,11/08/2024,gp_percent,comparison,0.501447895
12345,dm,all,33,12/08/2024,18/08/2024,gp_percent,comparison,0.430082882
12345,dm,all,34,19/08/2024,25/08/2024,gp_percent,comparison,0.489270481
12345,dm,all,35,26/08/2024,1/09/2024,gp_percent,comparison,0.410729809
12345,dm,all,36,2/09/2024,8/09/2024,gp_percent,comparison,0.521894245
12345,dm,all,37,9/09/2024,15/09/2024,gp_percent,comparison,0.448350224
12345,dm,all,38,16/09/2024,22/09/2024,gp_percent,comparison,0.295877385
12345,dm,all,39,23/09/2024,29/09/2024,gp_percent,comparison,0.429147256
12345,dm,all,40,30/09/2024,6/10/2024,gp_percent,comparison,0.438830354
12345,dm,all,41,7/10/2024,13/10/2024,gp_percent,comparison,0.339346004
12345,dm,all,42,14/10/2024,20/10/2024,gp_percent,comparison,0.375207143
12345,dm,all,43,21/10/2024,27/10/2024,gp_percent,comparison,0.327447459
12345,dm,all,44,28/10/2024,3/11/2024,gp_percent,comparison,0.391623524
12345,dm,all,45,4/11/2024,10/11/2024,gp_percent,comparison,0.367779912
12345,dm,all,46,11/11/2024,17/11/2024,gp_percent,comparison,0.389021307
12345,dm,all,47,18/11/2024,24/11/2024,gp_percent,comparison,0.388516672
12345,dm,all,48,25/11/2024,1/12/2024,gp_percent,comparison,0.334888911
12345,dm,all,49,2/12/2024,8/12/2024,gp_percent,comparison,0.333165507
12345,dm,all,50,9/12/2024,15/12/2024,gp_percent,comparison,0.387280212
12345,dm,all,51,16/12/2024,22/12/2024,gp_percent,comparison,0.345004812
12345,dm,all,52,23/12/2024,29/12/2024,gp_percent,comparison,0.400705428
12345,dm,all,53,30/12/2024,31/12/2024,gp_percent,comparison,0.622803657
12345,all,all,9,26/02/2024,2/03/2025,sales,focus,77964.22201
12345,all,all,10,4/03/2024,10/03/2024,sales,focus,68199.19573
12345,all,all,11,11/03/2024,17/03/2024,sales,focus,79915.90717
12345,all,all,12,18/03/2024,24/03/2024,sales,focus,112755.169
12345,all,all,13,25/03/2024,31/03/2024,sales,focus,154178.9685
12345,all,all,14,1/04/2024,7/04/2024,sales,focus,71929.7069
12345,all,all,15,8/04/2024,14/04/2024,sales,focus,21802.5956
12345,all,all,16,15/04/2024,21/04/2024,sales,focus,20374.20854
12345,all,all,17,22/04/2024,28/04/2024,sales,focus,20506.57269
12345,all,all,18,29/04/2024,5/05/2024,sales,focus,106397.4015
12345,all,all,19,6/05/2024,12/05/2024,sales,focus,143964.6539
12345,all,all,20,13/05/2024,19/05/2024,sales,focus,187739.5126
12345,all,all,21,20/05/2024,26/05/2024,sales,focus,205107.2558
12345,all,all,22,27/05/2024,2/06/2024,sales,focus,76951.40992
12345,all,all,23,3/06/2024,9/06/2024,sales,focus,18413.91678
12345,all,all,24,10/06/2024,16/06/2024,sales,focus,19031.9036
12345,all,all,25,17/06/2024,23/06/2024,sales,focus,20647.73754
12345,all,all,26,24/06/2024,30/06/2024,sales,focus,21347.42868
12345,all,all,27,1/07/2024,7/07/2024,sales,focus,0
12345,all,all,28,8/07/2024,14/07/2024,sales,focus,0
12345,all,all,29,15/07/2024,21/07/2024,sales,focus,0
12345,all,all,30,22/07/2024,28/07/2024,sales,focus,0
12345,all,all,31,29/07/2024,4/08/2024,sales,focus,0
12345,all,all,32,5/08/2024,11/08/2024,sales,focus,107714.6313
12345,all,all,33,12/08/2024,18/08/2024,sales,focus,110086.0224
12345,all,all,34,19/08/2024,25/08/2024,sales,focus,117666.3481
12345,all,all,35,26/08/2024,1/09/2024,sales,focus,128379.0212
12345,all,all,36,2/09/2024,8/09/2024,sales,focus,79666.85724
12345,all,all,37,9/09/2024,15/09/2024,sales,focus,33289.57528
12345,all,all,38,16/09/2024,22/09/2024,sales,focus,22480.16364
12345,all,all,39,23/09/2024,29/09/2024,sales,focus,22767.46978
12345,all,all,40,30/09/2024,6/10/2024,sales,focus,20470.70129
12345,all,all,41,7/10/2024,13/10/2024,sales,focus,18063.16103
12345,all,all,42,14/10/2024,20/10/2024,sales,focus,19587.1163
12345,all,all,43,21/10/2024,27/10/2024,sales,focus,43978.50252
12345,all,all,44,28/10/2024,3/11/2024,sales,focus,53730.53398
12345,all,all,45,4/11/2024,10/11/2024,sales,focus,111297.2259
12345,all,all,46,11/11/2024,17/11/2024,sales,focus,133906.5368
12345,all,all,47,18/11/2024,24/11/2024,sales,focus,111448.9071
12345,all,all,48,25/11/2024,1/12/2024,sales,focus,115461.5157
12345,all,all,49,2/12/2024,8/12/2024,sales,focus,47641.40817
12345,all,all,50,9/12/2024,15/12/2024,sales,focus,27060.17668
12345,all,all,51,16/12/2024,22/12/2024,sales,focus,38769.70767
12345,all,all,52,23/12/2024,29/12/2024,sales,focus,27780.47082
12345,all,all,53,30/12/2024,31/12/2024,sales,focus,7766.301991
